age,job,marital,education,default,housing,loan,contact,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y,date,id,contact_month,contact_year,previous_contact
59.0,retired,MARRIED,university.degree,0,0,0,telephone,92,4,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2018-03-14,cd2418b3-e91a-41b5-ae64-6a5aa0860d09,3,2018,0
44.0,admin.,SINGLE,high.school,0,0,0,telephone,111,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2019-07-08,d3a65ff7-a982-4663-ac05-b48c8a3e79b3,7,2019,0
50.0,blue-collar,MARRIED,basic.9y,0,1,0,telephone,192,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2016-11-27,56181a2e-91d3-4c92-b9aa-85b375ea9a6d,11,2016,0
35.0,services,MARRIED,high.school,0,1,0,telephone,88,5,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2015-10-06,11e8f0c3-2400-4cff-9bba-9542d2f7471b,10,2015,0
53.0,self-employed,MARRIED,university.degree,0,0,0,telephone,592,2,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2016-04-12,b86469f7-de84-4c22-8fef-0c57eb9cd4df,4,2016,0
41.0,technician,MARRIED,professional.course,0,0,0,telephone,105,3,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2017-05-01,41825f2c-35c4-4418-a4c3-89ba0cfdd4ce,5,2017,0
55.0,admin.,MARRIED,high.school,0,1,1,telephone,62,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2018-02-14,0c24c4ed-dfd5-488d-b366-61f3ab93cd98,2,2018,0
36.0,blue-collar,MARRIED,basic.4y,0,0,0,telephone,114,5,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2015-09-10,04f91978-d40f-409e-997f-576570a13933,9,2015,0
37.0,blue-collar,MARRIED,basic.4y,0,1,0,telephone,59,4,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2015-05-07,336049d7-607c-4694-9dbe-b6380f51badd,5,2015,0
36.0,management,DIVORCED,high.school,0,0,0,telephone,144,7,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2019-05-09,93c95475-b019-4859-8de4-89778a9f4c9e,5,2019,0
45.0,management,MARRIED,basic.9y,0,1,1,telephone,346,4,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2019-03-11,c7845ab7-2230-48c7-b76f-ff5b36fec2ef,3,2019,0
35.0,admin.,SINGLE,basic.6y,0,1,0,telephone,57,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2019-06-22,bfe3fd28-ebbc-4922-b667-a736fbe9fb7c,6,2019,0
32.0,admin.,MARRIED,high.school,0,1,0,telephone,396,3,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2019-06-22,d8d0116a-8132-45ef-ac90-a50328815afa,6,2019,0
43.0,blue-collar,MARRIED,basic.6y,0,1,0,telephone,286,4,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2015-11-20,9885b3cf-c20e-4165-8ed5-d2be69c4e6a1,11,2015,0
36.0,entrepreneur,MARRIED,university.degree,0,1,0,telephone,59,4,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2018-08-21,6b2b1b73-8b13-4dfb-aa4e-b060532ed047,8,2018,0
55.0,admin.,DIVORCED,university.degree,0,1,0,telephone,38,4,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2019-07-28,041a20ce-dedb-4e3b-934f-ce290f06c3a7,7,2019,0
55.0,technician,DIVORCED,professional.course,0,1,0,telephone,252,4,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2017-01-01,99f1a07b-de0f-4fa9-8332-866058bfe54b,1,2017,0
54.0,services,MARRIED,basic.4y,0,1,0,telephone,566,7,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2018-07-17,63803b43-6462-46e5-808d-eb38b06fc73c,7,2018,0
39.0,housemaid,MARRIED,university.degree,0,1,0,telephone,167,2,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2017-05-04,2c8e679e-4341-48db-8047-34533cd3a88d,5,2017,0
40.0,technician,MARRIED,professional.course,0,0,0,telephone,127,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2015-04-30,2e528fb0-c16e-4152-b0d9-09234dfebf1e,4,2015,0
49.0,services,MARRIED,high.school,0,0,0,telephone,71,2,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2017-09-15,41ac6fc3-3d10-43e5-88c1-07bcbd05a924,9,2017,0
,unemployed,MARRIED,high.school,0,0,0,telephone,120,2,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2018-09-23,b834ab4c-9c0f-4db0-89b4-ad088ba92b4b,9,2018,0
32.0,admin.,SINGLE,university.degree,0,0,0,telephone,409,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2016-11-16,5b13044c-59e2-415c-ae65-4a3af9048855,11,2016,0
57.0,management,DIVORCED,university.degree,0,1,0,telephone,117,2,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2015-06-01,ee721a0a-2105-474b-8567-87df1592e7ca,6,2015,0
41.0,admin.,DIVORCED,high.school,0,0,0,telephone,177,4,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2016-08-27,4b58febd-f658-403c-8066-5a2c264983bf,8,2016,0
24.0,services,SINGLE,high.school,0,0,0,telephone,757,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,1,2018-04-22,392914b8-b9df-4aae-8f12-d5aa38dab230,4,2018,0
49.0,management,DIVORCED,high.school,0,1,0,telephone,145,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2018-04-17,4a985d55-edc6-4cbe-86d7-02393daf3d6d,4,2018,0
49.0,management,DIVORCED,high.school,0,0,0,telephone,124,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2015-01-14,246acf86-effb-4e5b-9947-56f9e7054357,1,2015,0
59.0,retired,SINGLE,university.degree,0,0,0,telephone,36,4,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2015-11-29,34ee943e-478e-40b6-a97e-10f361724112,11,2015,0
44.0,blue-collar,MARRIED,professional.course,0,0,0,telephone,94,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2019-06-03,d3f6bb04-269a-4312-9b2c-53749b450fd3,6,2019,0
43.0,management,MARRIED,basic.6y,0,0,0,telephone,189,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2015-09-15,d164b0c2-d64c-40b5-b5c4-3826af6c3f0e,9,2015,0
59.0,blue-collar,MARRIED,basic.4y,0,0,0,telephone,24,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2016-02-11,318fb5f5-90cb-4bfc-b282-8324cb579ce5,2,2016,0
36.0,unemployed,MARRIED,,0,0,0,telephone,33,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2015-05-30,498f1fac-24cf-4ddc-acd4-893a978e2ccc,5,2015,0
49.0,technician,DIVORCED,basic.9y,0,1,0,telephone,185,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2018-03-03,1c74922f-415b-44a8-afb4-e8bf2b04c0ed,3,2018,0
39.0,entrepreneur,DIVORCED,high.school,0,0,0,telephone,122,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2019-03-25,c03c8e96-bdf0-4c44-8962-3387f9fad76e,3,2019,0
39.0,entrepreneur,DIVORCED,high.school,0,0,0,telephone,225,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2015-05-05,37e65a4e-5ca6-4231-b7be-6e96dee6d3b4,5,2015,0
33.0,blue-collar,SINGLE,high.school,0,0,0,telephone,165,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2017-06-16,b84aae99-7c9e-4c56-916e-291cf616b856,6,2017,0
42.0,blue-collar,MARRIED,professional.course,0,1,0,telephone,186,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2019-10-05,52ef60be-36d5-4cd1-bbd8-bffdace1bea0,10,2019,0
33.0,management,MARRIED,university.degree,0,0,0,telephone,405,3,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2016-10-27,577bd5bf-bd3e-4ede-983a-e67e13aa0626,10,2016,0
51.0,blue-collar,MARRIED,basic.4y,0,0,0,telephone,172,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2016-07-06,20f19288-097a-484a-a7ff-11904ff5ff29,7,2016,0
29.0,management,SINGLE,university.degree,0,1,1,telephone,207,3,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2017-10-20,9b2e5425-da05-4df9-8403-a31fc2b1b774,10,2017,0
35.0,admin.,MARRIED,university.degree,0,1,0,telephone,325,3,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2019-03-10,3388cca7-7af9-41f6-8a27-78c6e3e0b3b2,3,2019,0
29.0,student,SINGLE,high.school,0,0,0,telephone,57,8,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2019-09-15,e99d4866-6ca7-4aba-9a0e-ae95b789dcb3,9,2019,0
34.0,management,MARRIED,university.degree,0,0,0,telephone,102,1,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2017-05-22,859ff545-fd5a-418c-9c01-e84de280dc7a,5,2017,0
33.0,services,MARRIED,high.school,0,0,0,telephone,164,3,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2018-02-06,74d0a3cd-1778-40bd-bf69-a8aa5e8fff9d,2,2018,0
54.0,management,DIVORCED,university.degree,0,0,0,telephone,288,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2016-06-14,985ad3d2-e5df-4fd8-bb43-322bd1a22639,6,2016,0
56.0,services,DIVORCED,high.school,0,0,0,telephone,154,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2015-07-05,7877f912-7fe8-40a5-910d-431b9feba797,7,2015,0
34.0,blue-collar,MARRIED,basic.4y,0,1,0,telephone,102,1,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2017-08-16,4935fc13-2817-4ef4-a181-a2933092f5c8,8,2017,0
51.0,blue-collar,MARRIED,basic.4y,0,1,1,telephone,136,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2018-06-30,dc219bed-4f57-4cce-8917-09792225e5ac,6,2018,0
33.0,blue-collar,MARRIED,professional.course,0,0,0,telephone,53,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2019-03-29,26145189-e03b-4591-b3e5-f4e310f73c8b,3,2019,0
39.0,admin.,MARRIED,university.degree,0,0,0,telephone,744,6,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,1,2017-04-26,ca13c51e-df1a-442e-aff7-dbda4f151a9e,4,2017,0
32.0,blue-collar,MARRIED,professional.course,0,0,0,telephone,202,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2016-01-29,58b5d27e-0cb3-4f8f-b767-b2f0fdd9e1dc,1,2016,0
,admin.,MARRIED,university.degree,0,1,0,telephone,113,3,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2015-07-17,7b839691-f7fa-4a60-bda9-97a4686fa941,7,2015,0
47.0,technician,DIVORCED,university.degree,0,0,0,telephone,130,3,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2018-12-07,c33a4d47-6c9d-4cc0-837d-ec68187b64c0,12,2018,0
26.0,technician,MARRIED,university.degree,0,0,0,telephone,523,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2018-09-21,cd35e8ee-25e3-4ca2-8034-8fe0e72dbbdd,9,2018,0
26.0,self-employed,MARRIED,university.degree,0,0,0,telephone,231,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2019-04-18,a9352149-0a28-4981-98c9-16647a11a6f9,4,2019,0
25.0,blue-collar,MARRIED,high.school,0,0,0,telephone,217,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2019-04-08,b2f72f76-2bdf-48ba-a57e-2685a6a7b212,4,2019,0
52.0,entrepreneur,MARRIED,university.degree,0,0,0,telephone,151,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2016-01-01,d61f12ff-b1c4-4596-a8d5-d7d2c37876bf,1,2016,0
59.0,blue-collar,MARRIED,basic.4y,0,0,0,telephone,293,1,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2019-03-22,f4da9fe2-3f8b-4c1e-8d2e-46b2f2bacac6,3,2019,0
39.0,blue-collar,DIVORCED,high.school,0,0,0,telephone,281,1,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2019-10-05,34523d4f-1c33-4476-8eac-93b6cb85bda4,10,2019,0
31.0,blue-collar,MARRIED,basic.4y,0,0,0,telephone,363,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2015-04-02,76f26903-0c4e-402f-8bed-7e2050a99867,4,2015,0
56.0,housemaid,DIVORCED,basic.4y,0,0,0,telephone,86,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2015-09-18,112cc433-46e0-4f56-ab67-ab9f72228651,9,2015,0
29.0,technician,SINGLE,university.degree,0,0,0,telephone,1147,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2017-06-27,382432cb-3e54-4ea1-a3a9-9c71ed75102f,6,2017,0
36.0,technician,MARRIED,university.degree,0,1,1,telephone,486,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2018-01-09,10f5493f-08b0-4ecd-8822-e73ca9d2e33c,1,2018,0
44.0,blue-collar,MARRIED,basic.4y,0,0,0,telephone,49,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2015-10-15,5e53c5c7-d7fa-4b7c-91f9-90341d63bc73,10,2015,0
31.0,admin.,DIVORCED,high.school,0,0,0,telephone,170,2,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2017-12-24,63567d20-b7c4-4ef1-bdb0-403d1ce0edf2,12,2017,0
40.0,housemaid,SINGLE,university.degree,0,0,1,telephone,539,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2019-04-02,7c998a48-8cd2-4faf-9c72-5b51c15177f8,4,2019,0
34.0,technician,SINGLE,university.degree,0,0,0,telephone,66,3,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2019-07-20,27cc3240-6160-4f9d-89e3-44507bdae2b9,7,2019,0
56.0,entrepreneur,MARRIED,basic.4y,0,0,0,telephone,820,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2019-06-25,045d936f-8838-4582-9004-3a18e60ed151,6,2019,0
46.0,blue-collar,MARRIED,basic.4y,0,0,1,telephone,125,1,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2019-01-28,0e6d14e0-3a0c-4839-8cee-99d9937561a1,1,2019,0
38.0,services,DIVORCED,high.school,0,0,0,telephone,398,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2016-12-31,972c0a3d-8ce2-494a-abb3-e7a2fc7437c6,12,2016,0
42.0,management,MARRIED,university.degree,0,1,0,telephone,112,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2019-11-25,0367e6dc-9efa-4346-ace9-7a58d7a128b1,11,2019,0
42.0,management,MARRIED,university.degree,0,0,0,telephone,64,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2016-05-02,e2cb14dd-b8a7-410f-9e07-a90ad9dee768,5,2016,0
40.0,services,MARRIED,high.school,0,0,0,telephone,255,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2018-05-27,5ff369e0-7f4f-47a2-9994-e68efa679f7b,5,2018,0
47.0,blue-collar,MARRIED,basic.4y,0,0,0,telephone,95,8,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2015-09-08,5d7c718d-8ab4-4964-abb8-010ab5b83fc6,9,2015,0
44.0,blue-collar,MARRIED,professional.course,0,1,0,telephone,140,3,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2015-02-26,e2575df4-f180-4d0c-b387-64b64132041f,2,2015,0
48.0,services,MARRIED,high.school,0,0,0,telephone,788,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2016-05-10,e6754c5a-31e5-43bf-a137-9a8c63f6533b,5,2016,0
36.0,blue-collar,SINGLE,basic.9y,0,1,0,telephone,239,4,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2015-06-16,1cb43f4c-2589-4011-b076-ab80505c9767,6,2015,0
31.0,blue-collar,MARRIED,basic.9y,0,1,0,telephone,194,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2016-08-11,e1ca56bc-8e94-404f-ad72-608c0bbd6291,8,2016,0
30.0,technician,MARRIED,university.degree,0,0,0,telephone,165,4,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2018-08-04,259773c5-05d2-4170-8f18-2dbc9faeca05,8,2018,0
29.0,admin.,SINGLE,basic.9y,0,0,0,telephone,306,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2016-08-22,211b181b-089a-46af-a310-086935e83f18,8,2016,0
40.0,self-employed,MARRIED,university.degree,0,0,0,telephone,63,3,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2016-08-08,aaf724b7-4bf4-4f66-9055-5a243edb5414,8,2016,0
,unemployed,MARRIED,university.degree,0,1,0,telephone,501,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2018-04-11,a04fdb39-703c-4ba2-8c82-d09acb5d9b40,4,2018,0
35.0,technician,MARRIED,professional.course,0,1,0,telephone,832,3,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2018-10-18,f9f4097b-de45-4b40-936f-45f55a46f1a9,10,2018,0
,entrepreneur,MARRIED,high.school,0,0,0,telephone,214,4,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2018-05-20,55de8bfe-f2fc-4609-bdda-1419dae91a40,5,2018,0
48.0,unemployed,MARRIED,high.school,0,1,1,telephone,283,6,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2017-03-10,33531654-7a2f-4627-8299-62c805fa2170,3,2017,0
39.0,technician,MARRIED,professional.course,0,1,0,telephone,101,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2018-10-04,bc4af0d7-d35c-4258-ba37-189750eccc41,10,2018,0
41.0,admin.,MARRIED,university.degree,0,1,1,telephone,77,2,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2016-11-19,26513e90-b466-4d19-8923-4f07a327517d,11,2016,0
,management,SINGLE,,0,0,0,telephone,290,6,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2016-04-21,9de3c236-059d-4940-a0aa-52104a5b4655,4,2016,0
,housemaid,MARRIED,university.degree,0,0,0,telephone,388,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2019-07-10,340f0fe5-fb43-427c-822e-a437aa73281e,7,2019,0
41.0,admin.,SINGLE,,0,1,1,telephone,1111,3,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,1,2017-05-12,8e4a2b62-eea2-421f-bd5a-c5470bbd833c,5,2017,0
27.0,admin.,SINGLE,high.school,0,0,0,telephone,1495,4,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2016-01-08,779ef1e8-60b1-48b3-8f25-b6a5f67cbb49,1,2016,0
27.0,blue-collar,MARRIED,basic.9y,0,0,0,telephone,322,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2016-08-06,ff25e152-6f7f-4aeb-b213-080d875c3792,8,2016,0
30.0,technician,SINGLE,professional.course,0,0,0,telephone,480,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2016-03-02,06300c55-ff57-4326-8ee2-92aecb5d08bc,3,2016,0
41.0,services,MARRIED,high.school,0,1,1,telephone,146,3,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2018-04-29,dce7272d-0069-4ee8-8203-559bf8a9331c,4,2018,0
38.0,blue-collar,MARRIED,professional.course,0,0,0,telephone,393,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2018-04-17,88abfd56-8a55-44ae-83bc-4fe810e8f1e6,4,2018,0
37.0,entrepreneur,SINGLE,university.degree,0,1,0,telephone,744,2,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2019-02-06,63a9c94a-ed37-46d0-8c73-57011a6960bb,2,2019,0
34.0,admin.,SINGLE,university.degree,0,1,0,telephone,593,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2017-01-12,52091934-d72b-4ea7-a932-117da4cb8120,1,2017,0
,technician,MARRIED,basic.9y,0,1,0,telephone,215,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2015-10-01,08914f32-ad3d-4ec0-9496-0c5a9d483b6b,10,2015,0
36.0,blue-collar,SINGLE,basic.9y,0,1,0,telephone,379,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2017-01-17,b8f783fa-d58e-48fb-be7e-3de20ebb0d93,1,2017,0
33.0,technician,MARRIED,basic.9y,0,1,0,telephone,315,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2015-08-28,723003fe-ab04-4ebe-8a62-59a99350ea8b,8,2015,0
36.0,technician,MARRIED,high.school,0,1,0,telephone,162,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2019-10-20,5f4bea11-75fd-4f93-adb9-849604c19ebb,10,2019,0
33.0,technician,MARRIED,basic.9y,0,0,0,telephone,493,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2019-02-12,41851945-bbe0-47bd-b857-4185aafed985,2,2019,0
28.0,student,SINGLE,university.degree,0,1,0,telephone,225,1,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2017-12-27,96f8d57e-552c-4a33-9a4f-77224bca3cd6,12,2017,0
28.0,student,SINGLE,university.degree,0,1,0,telephone,208,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2018-08-02,c2e8ff15-0288-494b-b79f-f8face2355bf,8,2018,0
38.0,technician,MARRIED,professional.course,0,0,0,telephone,80,4,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2018-05-02,ede1c91f-593c-4193-93ff-4a313d709074,5,2018,0
50.0,management,DIVORCED,professional.course,0,0,0,telephone,39,3,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2019-09-28,507d6a95-490b-469d-8466-5d0649bf9357,9,2019,0
32.0,management,MARRIED,high.school,0,1,0,telephone,132,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2015-03-11,daff295f-d6b4-4d27-a7bb-45c507588aea,3,2015,0
45.0,blue-collar,MARRIED,basic.4y,0,0,0,telephone,101,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2018-12-01,218ddaab-abaf-47eb-aa37-acbb3549aed0,12,2018,0
36.0,admin.,MARRIED,university.degree,0,0,0,telephone,188,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2017-04-21,881264a9-d1d7-4491-a46a-0cc71529033b,4,2017,0
30.0,blue-collar,SINGLE,basic.9y,0,0,0,telephone,386,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2016-06-09,e9fcb032-1c6e-4206-8ad8-a6910b601e20,6,2016,0
41.0,blue-collar,MARRIED,basic.9y,0,0,0,telephone,457,4,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2019-04-29,03059160-cc1f-404f-adfd-e44bbb150212,4,2019,0
34.0,blue-collar,SINGLE,basic.6y,0,1,0,telephone,891,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2018-03-16,75809526-203f-4574-9af3-9462708d9e2c,3,2018,0
57.0,retired,SINGLE,high.school,0,0,0,telephone,53,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2017-05-06,d2a14389-50c7-4390-b8a8-0f85c319498c,5,2017,0
50.0,blue-collar,MARRIED,high.school,0,0,0,telephone,326,1,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2019-01-03,14821442-5a13-43dc-aa68-f7f2e7a800cb,1,2019,0
57.0,retired,SINGLE,high.school,0,1,1,telephone,507,1,,0,NONEXISTENT,1.1,93.994,-36.4,,5191.0,0,2017-07-21,831bed0f-b359-4c42-95d3-5e1ddf590cb9,7,2017,0
32.0,blue-collar,MARRIED,basic.4y,0,0,0,telephone,1083,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2019-12-28,de87c765-f254-4391-8b67-1771d95304bd,12,2019,0
44.0,blue-collar,MARRIED,basic.4y,0,1,1,telephone,123,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2017-01-02,c7a40021-a5ec-4a9b-8982-4ceb8687d7aa,1,2017,0
57.0,retired,SINGLE,high.school,0,0,0,telephone,1266,1,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2016-06-12,fcfdabf4-eedc-4224-8b78-11e1a739ae96,6,2016,0
46.0,technician,MARRIED,basic.9y,0,0,0,telephone,171,6,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2018-12-27,294986d0-0ed3-4c02-b03e-3fb7cf5107cb,12,2018,0
44.0,services,MARRIED,basic.4y,0,1,0,telephone,160,4,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2018-02-20,18bcaf6b-e44a-4a03-bdc5-1f56851b542a,2,2018,0
32.0,blue-collar,SINGLE,basic.9y,0,0,0,telephone,178,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2015-06-29,2a5be51f-d61a-407d-96e0-d2c4a24c6c4d,6,2015,0
41.0,entrepreneur,MARRIED,basic.6y,0,0,0,telephone,156,3,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2017-02-03,99ab8d8e-6cf5-4456-b138-cd8e86093e39,2,2017,0
38.0,unemployed,MARRIED,basic.9y,0,0,0,telephone,200,2,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2016-05-07,d0c3d5fa-dab8-4562-ad29-b9405c00612b,5,2016,0
33.0,technician,MARRIED,basic.9y,0,0,0,telephone,154,2,,0,NONEXISTENT,1.1,,-36.4,4.857,5191.0,0,2017-10-08,e41cd0fd-c0cd-402a-9052-c7838881b27d,10,2017,0
30.0,blue-collar,SINGLE,basic.9y,0,1,1,telephone,163,4,,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,2016-04-05,eae84754-3746-4834-88cc-66a585964874,4,2016,0
